387,-719
387,-720
387,-721
387,-722
387,-723
387,-724
387,-725
387,-726
387,-727
387,-728
387,-729
387,-730
387,-731
387,-732
387,-733
387,-734
387,-735
388,-735
389,-736
390,-736
391,-736
392,-736
393,-737
394,-737
395,-738
396,-738
397,-739
398,-740
399,-740
400,-741
401,-741
402,-741
403,-742
404,-743
405,-743
406,-743
407,-744
408,-745
409,-746
410,-746
411,-747
412,-748
413,-749
414,-750
415,-750
416,-751
417,-752
418,-752
419,-752
420,-752
421,-753
421,-754
422,-754
423,-754
424,-754
425,-755
426,-756
427,-756
428,-756
429,-757
430,-758
431,-758
432,-759
433,-759
434,-759
435,-760
436,-760
437,-761
438,-761
439,-761
440,-762
441,-762
442,-762
443,-762
444,-763
445,-764
446,-765
446,-766
447,-766
448,-766
449,-767
450,-767
451,-768
452,-768
453,-769
453,-770
454,-770
455,-771
456,-771
457,-771
458,-772
458,-773
459,-773
460,-774
460,-775
461,-775
462,-775
463,-776
464,-777
464,-778
465,-778
466,-778
467,-779
468,-780
469,-781
470,-782
471,-782
472,-783
473,-784
474,-784
475,-785
476,-785
477,-786
478,-786
479,-786
480,-786
481,-787
481,-788
482,-789
483,-789
484,-789
485,-790
486,-791
487,-791
488,-792
489,-793
490,-793
491,-794
492,-794
493,-794
494,-795
494,-796
495,-797
496,-797
497,-797
498,-798
499,-799
500,-799
501,-800
502,-801
502,-802
503,-802
504,-802
505,-803
506,-804
507,-805
508,-806
509,-806
510,-806
511,-806
512,-807
512,-808
513,-808
514,-809
515,-810
516,-811
517,-811
518,-811
519,-812
520,-812
521,-813
522,-813
523,-814
523,-815
524,-815
525,-816
525,-817
526,-817
527,-817
528,-817
529,-818
530,-819
530,-820
530,-821
531,-821
532,-821
533,-821
534,-821
535,-821
536,-822
537,-822
538,-823
538,-824
539,-825
540,-825
541,-825
542,-825
543,-825
544,-826
545,-826
546,-827
547,-828
547,-829
547,-830
548,-830
549,-830
550,-830
551,-830
552,-830
553,-831
553,-832
553,-833
554,-833
555,-833
556,-833
557,-834
557,-835
558,-836
559,-836
560,-836
561,-836
562,-837
563,-837
564,-838
565,-838
566,-838
567,-838
568,-838
569,-838
570,-839
570,-840
571,-841
572,-841
573,-842
574,-842
575,-842
576,-843
577,-843
578,-843
579,-844
580,-844
581,-844
582,-844
583,-844
584,-844
585,-844
586,-844
587,-844
588,-845
589,-846
589,-847
590,-847
591,-847
592,-847
593,-848
594,-849
595,-850
596,-850
597,-851
598,-851
599,-851
600,-851
601,-851
602,-852
603,-852
604,-853
605,-853
606,-854
607,-854
608,-854
609,-854
610,-854
611,-854
612,-854
613,-854
614,-855
615,-856
616,-856
617,-857
618,-857
619,-858
620,-858
621,-858
622,-858
623,-858
624,-858
625,-859
626,-859
627,-859
628,-859
629,-859
630,-859
631,-860
632,-861
633,-861
634,-861
635,-861
636,-861
637,-861
638,-861
639,-861
640,-862
641,-862
642,-862
643,-863
644,-863
645,-863
646,-863
647,-863
648,-863
649,-864
650,-864
651,-865
652,-865
653,-865
654,-865
655,-866
656,-866
657,-866
658,-866
659,-866
660,-866
661,-866
662,-867
663,-867
664,-867
665,-867
666,-867
667,-868
668,-868
669,-868
670,-868
671,-868
672,-869
673,-869
674,-869
675,-869
676,-869
677,-869
678,-870
679,-870
680,-870
681,-870
682,-870
683,-870
684,-870
685,-870
686,-870
687,-870
688,-870
689,-870
690,-870
691,-870
692,-870
693,-870
694,-870
695,-870
696,-870
697,-870
698,-871
699,-871
700,-871
701,-872
702,-872
703,-872
704,-872
705,-872
706,-872
707,-872
708,-872
709,-872
710,-872
711,-872
712,-872
713,-872
714,-872
715,-872
716,-872
717,-872
718,-872
719,-872
720,-872
721,-872
722,-872
723,-872
724,-872
725,-871
726,-871
727,-871
728,-871
729,-871
730,-871
731,-871
732,-871
733,-871
734,-871
735,-870
736,-870
737,-870
738,-870
739,-870
740,-870
741,-870
742,-870
743,-870
744,-870
745,-870
746,-870
747,-870
748,-869
749,-869
750,-869
751,-869
752,-869
753,-868
754,-868
755,-868
756,-868
757,-867
758,-867
759,-867
760,-867
761,-867
762,-866
763,-866
764,-866
765,-866
766,-866
767,-866
768,-866
769,-865
770,-864
771,-864
772,-864
773,-863
774,-863
775,-863
776,-863
777,-862
778,-862
779,-862
780,-862
781,-862
782,-862
783,-862
784,-861
785,-860
786,-860
787,-860
788,-859
789,-859
790,-859
791,-859
792,-859
793,-858
794,-858
795,-858
796,-857
797,-857
798,-857
799,-856
800,-856
801,-856
802,-856
803,-855
804,-855
805,-855
806,-855
807,-855
808,-854
809,-854
810,-854
811,-853
812,-853
813,-852
814,-851
815,-851
816,-851
817,-851
818,-851
819,-850
820,-850
821,-850
822,-850
823,-849
824,-849
825,-849
826,-848
827,-847
828,-847
829,-847
830,-847
831,-847
832,-846
833,-846
834,-845
835,-844
836,-844
837,-843
838,-842
839,-842
840,-842
841,-841
842,-841
843,-841
844,-841
845,-840
846,-840
847,-839
848,-839
849,-838
850,-838
851,-837
852,-837
853,-836
854,-835
855,-835
856,-834
857,-834
858,-834
859,-833
860,-832
861,-832
862,-831
863,-831
864,-830
865,-830
866,-830
867,-829
868,-829
869,-828
870,-828
871,-827
872,-827
873,-826
874,-826
875,-825
876,-824
877,-824
878,-824
879,-823
880,-822
881,-822
882,-822
883,-821
884,-820
885,-819
886,-819
887,-818
888,-818
889,-818
890,-818
891,-818
892,-818
893,-818
894,-818
895,-818
896,-818
897,-818
898,-818
899,-818
900,-818
901,-818
902,-818
903,-817
904,-817
905,-816
906,-816
907,-816
908,-816
909,-815
910,-815
911,-815
912,-815
913,-814
914,-814
915,-814
916,-814
917,-814
918,-813
919,-812
920,-812
921,-812
922,-811
923,-811
924,-811
925,-811
926,-811
927,-811
928,-811
929,-811
930,-811
931,-810
932,-810
933,-810
934,-809
935,-809
936,-809
937,-809
938,-809
939,-809
940,-809
941,-809
942,-809
943,-809
944,-809
945,-809
946,-809
947,-809
948,-809
949,-808
950,-808
951,-808
952,-808
953,-808
954,-808
955,-808
956,-808
957,-808
958,-808
959,-808
960,-808
961,-808
962,-808
963,-808
964,-808
965,-808
966,-808
967,-808
968,-808
969,-808
970,-808
971,-808
972,-808
973,-808
974,-808
975,-808
976,-808
977,-808
978,-809
979,-809
980,-809
981,-809
982,-809
983,-809
984,-810
985,-810
986,-810
987,-810
988,-810
989,-810
990,-810
991,-811
992,-811
993,-811
994,-811
995,-812
996,-812
997,-812
998,-812
999,-813
1000,-813
1001,-813
1002,-813
1003,-814
1004,-814
1005,-815
1006,-815
1007,-815
1008,-816
1009,-816
1010,-816
1011,-817
1012,-817
1013,-818
1014,-819
1014,-820
1015,-820
1016,-820
1017,-820
1018,-821
1019,-821
1020,-821
1021,-821
1022,-822
1023,-822
1024,-823
1025,-823
1026,-823
1027,-823
1028,-824
1029,-824
1030,-824
1031,-824
1032,-825
1033,-825
1034,-825
1035,-825
1036,-826
1037,-827
1037,-828
1038,-828
1039,-828
1040,-828
1041,-828
1042,-828
1043,-829
1044,-830
1045,-830
1046,-830
1047,-831
1048,-831
1049,-831
1050,-832
1050,-833
1051,-833
1052,-833
1053,-833
1054,-834
1055,-834
1056,-834
1057,-834
1058,-834
1059,-835
1059,-836
1059,-837
1060,-837
1061,-837
1062,-837
1063,-837
1064,-837
1065,-837
1066,-837
1067,-838
1068,-839
1068,-840
1069,-841
1070,-841
1071,-841
1072,-841
1073,-842
1074,-842
1075,-842
1076,-842
1077,-842
1078,-842
1079,-842
1080,-842
1081,-842
1082,-842
1083,-843
1084,-844
1085,-844
1086,-844
1087,-844
1088,-845
1089,-845
1090,-845
1091,-846
1092,-846
1093,-846
1094,-846
1095,-846
1096,-846
1097,-846
1098,-846
1099,-846
1100,-846
1100,-845
1100,-844
1101,-843
1102,-843
1103,-843
1104,-843
1105,-843
1105,-842
1106,-841
1106,-840
1106,-839
1107,-838
1107,-837
1107,-836
1107,-835
1107,-834
1106,-833
1106,-832
1106,-831
1106,-830
1107,-829
1108,-829
1109,-829
1110,-829
1111,-829
1111,-828
1111,-827
1111,-826
1111,-825
1111,-824
1110,-824
1109,-824
1108,-824
1107,-823
1107,-822
1107,-821
1107,-820
1107,-819
1107,-818
1107,-817
1108,-816
1109,-816
1109,-815
1109,-814
1110,-813
1110,-812
1110,-811
1110,-810
1110,-809
1110,-808
1111,-807
1112,-807
1112,-806
1112,-805
1112,-804
1112,-803
1112,-802
1113,-801
1113,-800
1113,-799
1113,-798
1113,-797
1113,-796
1113,-795
1114,-794
1114,-793
1114,-792
1115,-791
1115,-790
1115,-789
1115,-788
1115,-787
1115,-786
1115,-785
1114,-784
1113,-784
1112,-784
1111,-784
1110,-783
1109,-783
1108,-783
1107,-783
1106,-782
1105,-782
1104,-782
1103,-782
1102,-782
1101,-781
1100,-781
1099,-781
1098,-780
1097,-780
1096,-780
1095,-780
1094,-779
1093,-779
1092,-779
1091,-779
1090,-778
1089,-778
1088,-778
1087,-778
1086,-778
1085,-777
1084,-777
1083,-777
1082,-777
1081,-777
1080,-777
1079,-777
1078,-777
1077,-776
1076,-776
1075,-775
1074,-775
1073,-775
1072,-775
1071,-775
1070,-775
1069,-775
1068,-775
1067,-775
1066,-775
1065,-775
1064,-775
1063,-775
1062,-774
1061,-774
1060,-774
1059,-774
1058,-774
1057,-773
1056,-772
1055,-772
1054,-772
1053,-772
1052,-772
1051,-771
1050,-771
1049,-771
1048,-771
1047,-771
1046,-771
1045,-771
1044,-770
1043,-770
1042,-770
1041,-770
1040,-769
1039,-769
1038,-769
1037,-769
1036,-769
1035,-769
1034,-769
1033,-769
1032,-768
1031,-768
1030,-768
1029,-767
1028,-767
1027,-767
1026,-767
1025,-767
1024,-766
1023,-766
1022,-766
1021,-766
1020,-766
1019,-766
1018,-765
1017,-765
1016,-765
1015,-765
1014,-765
1013,-765
1012,-764
1011,-764
1010,-764
1009,-764
1008,-763
1007,-763
1006,-763
1005,-763
1004,-763
1003,-762
1002,-762
1001,-762
1000,-762
999,-762
998,-762
997,-762
996,-762
995,-762
994,-762
993,-761
992,-761
991,-761
990,-761
989,-761
988,-760
987,-760
986,-760
985,-760
984,-760
983,-760
982,-760
981,-759
980,-759
979,-759
978,-759
977,-759
976,-758
975,-758
974,-758
973,-758
972,-758
971,-758
970,-757
969,-757
968,-757
967,-757
966,-757
965,-757
